"department","date","shift","staff_type","subclass","total"
"Μαιευτική","2024-01-06","MORNING","DOCTOR","Γαστρεντερολογία","1"
"Μαιευτική","2024-01-06","MORNING","DOCTOR","Χειρουργική","1"
"Μαιευτική","2024-01-06","MORNING","NURSE","HEAD_NURSE","2"
"Μαιευτική","2024-01-06","MORNING","NURSE","NURSE","2"
"Μαιευτική","2024-01-06","MORNING","NURSE","NURSE_ASSISTANT","2"
"Μαιευτική","2024-01-06","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Μαιευτική","2024-01-06","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Μαιευτική","2024-01-06","AFTERNOON","DOCTOR","Νευρολογία","1"
"Μαιευτική","2024-01-06","AFTERNOON","DOCTOR","Ουρολογία","2"
"Μαιευτική","2024-01-06","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Μαιευτική","2024-01-06","AFTERNOON","NURSE","NURSE","2"
"Μαιευτική","2024-01-06","AFTERNOON","NURSE","HEAD_NURSE","3"
"Μαιευτική","2024-01-06","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Μαιευτική","2024-01-06","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Μαιευτική","2024-01-06","NIGHT","DOCTOR","Νεφρολογία","1"
"Μαιευτική","2024-01-06","NIGHT","DOCTOR","Μαιευτική","1"
"Μαιευτική","2024-01-06","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"Μαιευτική","2024-01-06","NIGHT","NURSE","NURSE","5"
"Μαιευτική","2024-01-06","NIGHT","NURSE","NURSE_ASSISTANT","1"
"Μαιευτική","2024-01-06","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Μαιευτική","2024-01-06","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Μαιευτική","2024-01-07","MORNING","DOCTOR","Παθολογία","1"
"Μαιευτική","2024-01-07","MORNING","DOCTOR","Ορθοπεδική","1"
"Μαιευτική","2024-01-07","MORNING","DOCTOR","Ενδοκρινολογία","1"
"Μαιευτική","2024-01-07","MORNING","NURSE","HEAD_NURSE","4"
"Μαιευτική","2024-01-07","MORNING","NURSE","NURSE","2"
"Μαιευτική","2024-01-07","MORNING","ADMINISTRATIVE","Λογιστής","1"
"Μαιευτική","2024-01-07","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Μαιευτική","2024-01-07","AFTERNOON","DOCTOR","Μαιευτική","1"
"Μαιευτική","2024-01-07","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Μαιευτική","2024-01-07","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Μαιευτική","2024-01-07","AFTERNOON","NURSE","NURSE","4"
"Μαιευτική","2024-01-07","AFTERNOON","NURSE","HEAD_NURSE","2"
"Μαιευτική","2024-01-07","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Μαιευτική","2024-01-07","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Μαιευτική","2024-01-07","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Μαιευτική","2024-01-07","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Μαιευτική","2024-01-07","NIGHT","DOCTOR","Παθολογία","1"
"Μαιευτική","2024-01-07","NIGHT","NURSE","NURSE","4"
"Μαιευτική","2024-01-07","NIGHT","NURSE","HEAD_NURSE","2"
"Μαιευτική","2024-01-07","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Μαιευτική","2024-01-07","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"ΜΕΘ","2024-01-01","MORNING","DOCTOR","Μαιευτική","1"
"ΜΕΘ","2024-01-01","MORNING","DOCTOR","Ωτορινολαρυγγολογία","1"
"ΜΕΘ","2024-01-01","MORNING","DOCTOR","Οφθαλμολογία","1"
"ΜΕΘ","2024-01-01","MORNING","NURSE","NURSE","3"
"ΜΕΘ","2024-01-01","MORNING","NURSE","HEAD_NURSE","2"
"ΜΕΘ","2024-01-01","MORNING","NURSE","NURSE_ASSISTANT","1"
"ΜΕΘ","2024-01-01","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"ΜΕΘ","2024-01-01","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"ΜΕΘ","2024-01-01","AFTERNOON","DOCTOR","Παιδιατρική","1"
"ΜΕΘ","2024-01-01","AFTERNOON","DOCTOR","Νευρολογία","1"
"ΜΕΘ","2024-01-01","AFTERNOON","DOCTOR","Χειρουργική","1"
"ΜΕΘ","2024-01-01","AFTERNOON","NURSE","NURSE","3"
"ΜΕΘ","2024-01-01","AFTERNOON","NURSE","HEAD_NURSE","3"
"ΜΕΘ","2024-01-01","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"ΜΕΘ","2024-01-01","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"ΜΕΘ","2024-01-01","NIGHT","DOCTOR","Παιδιατρική","1"
"ΜΕΘ","2024-01-01","NIGHT","DOCTOR","Μαιευτική","2"
"ΜΕΘ","2024-01-01","NIGHT","NURSE","NURSE","2"
"ΜΕΘ","2024-01-01","NIGHT","NURSE","HEAD_NURSE","3"
"ΜΕΘ","2024-01-01","NIGHT","NURSE","NURSE_ASSISTANT","1"
"ΜΕΘ","2024-01-01","NIGHT","ADMINISTRATIVE","Γραμματέας","1"
"ΜΕΘ","2024-01-01","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"ΜΕΘ","2024-01-02","MORNING","DOCTOR","Μαιευτική","1"
"ΜΕΘ","2024-01-02","MORNING","DOCTOR","Οφθαλμολογία","2"
"ΜΕΘ","2024-01-02","MORNING","NURSE","NURSE_ASSISTANT","3"
"ΜΕΘ","2024-01-02","MORNING","NURSE","HEAD_NURSE","3"
"ΜΕΘ","2024-01-02","MORNING","ADMINISTRATIVE","Λογιστής","1"
"ΜΕΘ","2024-01-02","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"ΜΕΘ","2024-01-02","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"ΜΕΘ","2024-01-02","AFTERNOON","DOCTOR","Νεφρολογία","1"
"ΜΕΘ","2024-01-02","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"ΜΕΘ","2024-01-02","AFTERNOON","NURSE","NURSE","3"
"ΜΕΘ","2024-01-02","AFTERNOON","NURSE","HEAD_NURSE","2"
"ΜΕΘ","2024-01-02","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"ΜΕΘ","2024-01-02","AFTERNOON","ADMINISTRATIVE","Γραμματέας","2"
"ΜΕΘ","2024-01-02","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"ΜΕΘ","2024-01-02","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"ΜΕΘ","2024-01-02","NIGHT","DOCTOR","Οφθαλμολογία","1"
"ΜΕΘ","2024-01-02","NIGHT","NURSE","NURSE_ASSISTANT","4"
"ΜΕΘ","2024-01-02","NIGHT","NURSE","NURSE","1"
"ΜΕΘ","2024-01-02","NIGHT","NURSE","HEAD_NURSE","1"
"ΜΕΘ","2024-01-02","NIGHT","ADMINISTRATIVE","Διαχειριστής","2"
"ΜΕΘ","2024-01-03","MORNING","DOCTOR","Αιματολογία","1"
"ΜΕΘ","2024-01-03","MORNING","DOCTOR","Οφθαλμολογία","1"
"ΜΕΘ","2024-01-03","MORNING","DOCTOR","Μαιευτική","1"
"ΜΕΘ","2024-01-03","MORNING","NURSE","NURSE","3"
"ΜΕΘ","2024-01-03","MORNING","NURSE","HEAD_NURSE","3"
"ΜΕΘ","2024-01-03","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"ΜΕΘ","2024-01-03","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"ΜΕΘ","2024-01-03","AFTERNOON","DOCTOR","Αιματολογία","1"
"ΜΕΘ","2024-01-03","AFTERNOON","DOCTOR","Ωτορινολαρυγγολογία","1"
"ΜΕΘ","2024-01-03","AFTERNOON","DOCTOR","Ουρολογία","1"
"ΜΕΘ","2024-01-03","AFTERNOON","NURSE","NURSE_ASSISTANT","2"
"ΜΕΘ","2024-01-03","AFTERNOON","NURSE","NURSE","4"
"ΜΕΘ","2024-01-03","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"ΜΕΘ","2024-01-03","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"ΜΕΘ","2024-01-03","NIGHT","DOCTOR","Ενδοκρινολογία","1"
"ΜΕΘ","2024-01-03","NIGHT","DOCTOR","Ορθοπεδική","1"
"ΜΕΘ","2024-01-03","NIGHT","DOCTOR","Νεφρολογία","1"
"ΜΕΘ","2024-01-03","NIGHT","NURSE","HEAD_NURSE","1"
"ΜΕΘ","2024-01-03","NIGHT","NURSE","NURSE","5"
"ΜΕΘ","2024-01-03","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"ΜΕΘ","2024-01-03","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"ΜΕΘ","2024-01-04","MORNING","DOCTOR","Γαστρεντερολογία","1"
"ΜΕΘ","2024-01-04","MORNING","DOCTOR","Νευρολογία","1"
"ΜΕΘ","2024-01-04","MORNING","DOCTOR","Πνευμονολογία","1"
"ΜΕΘ","2024-01-04","MORNING","NURSE","HEAD_NURSE","2"
"ΜΕΘ","2024-01-04","MORNING","NURSE","NURSE","3"
"ΜΕΘ","2024-01-04","MORNING","NURSE","NURSE_ASSISTANT","1"
"ΜΕΘ","2024-01-04","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"ΜΕΘ","2024-01-04","MORNING","ADMINISTRATIVE","Λογιστής","1"
"ΜΕΘ","2024-01-04","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"ΜΕΘ","2024-01-04","AFTERNOON","DOCTOR","Νεφρολογία","1"
"ΜΕΘ","2024-01-04","AFTERNOON","DOCTOR","Νευρολογία","1"
"ΜΕΘ","2024-01-04","AFTERNOON","NURSE","NURSE","3"
"ΜΕΘ","2024-01-04","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"ΜΕΘ","2024-01-04","AFTERNOON","NURSE","HEAD_NURSE","2"
"ΜΕΘ","2024-01-04","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","2"
"ΜΕΘ","2024-01-04","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"ΜΕΘ","2024-01-04","NIGHT","DOCTOR","Γαστρεντερολογία","1"
"ΜΕΘ","2024-01-04","NIGHT","DOCTOR","Παθολογία","1"
"ΜΕΘ","2024-01-04","NIGHT","NURSE","NURSE_ASSISTANT","3"
"ΜΕΘ","2024-01-04","NIGHT","NURSE","NURSE","2"
"ΜΕΘ","2024-01-04","NIGHT","NURSE","HEAD_NURSE","1"
"ΜΕΘ","2024-01-04","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"ΜΕΘ","2024-01-04","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"ΜΕΘ","2024-01-05","MORNING","DOCTOR","Νευρολογία","1"
"ΜΕΘ","2024-01-05","MORNING","DOCTOR","Γαστρεντερολογία","1"
"ΜΕΘ","2024-01-05","MORNING","DOCTOR","Μαιευτική","1"
"ΜΕΘ","2024-01-05","MORNING","NURSE","NURSE","2"
"ΜΕΘ","2024-01-05","MORNING","NURSE","HEAD_NURSE","2"
"ΜΕΘ","2024-01-05","MORNING","NURSE","NURSE_ASSISTANT","2"
"ΜΕΘ","2024-01-05","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"ΜΕΘ","2024-01-05","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"ΜΕΘ","2024-01-05","AFTERNOON","DOCTOR","Χειρουργική","1"
"ΜΕΘ","2024-01-05","AFTERNOON","DOCTOR","Γαστρεντερολογία","1"
"ΜΕΘ","2024-01-05","AFTERNOON","DOCTOR","Παθολογία","1"
"ΜΕΘ","2024-01-05","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"ΜΕΘ","2024-01-05","AFTERNOON","NURSE","HEAD_NURSE","3"
"ΜΕΘ","2024-01-05","AFTERNOON","NURSE","NURSE","2"
"ΜΕΘ","2024-01-05","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"ΜΕΘ","2024-01-05","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"ΜΕΘ","2024-01-05","NIGHT","DOCTOR","Νεφρολογία","1"
"ΜΕΘ","2024-01-05","NIGHT","DOCTOR","Νευρολογία","1"
"ΜΕΘ","2024-01-05","NIGHT","DOCTOR","Μαιευτική","1"
"ΜΕΘ","2024-01-05","NIGHT","NURSE","HEAD_NURSE","3"
"ΜΕΘ","2024-01-05","NIGHT","NURSE","NURSE_ASSISTANT","2"
"ΜΕΘ","2024-01-05","NIGHT","NURSE","NURSE","1"
"ΜΕΘ","2024-01-05","NIGHT","ADMINISTRATIVE","Διαχειριστής","2"
"ΜΕΘ","2024-01-06","MORNING","DOCTOR","Ορθοπεδική","3"
"ΜΕΘ","2024-01-06","MORNING","NURSE","NURSE_ASSISTANT","2"
"ΜΕΘ","2024-01-06","MORNING","NURSE","NURSE","4"
"ΜΕΘ","2024-01-06","MORNING","ADMINISTRATIVE","Τεχνικός","2"
"ΜΕΘ","2024-01-06","AFTERNOON","DOCTOR","Γαστρεντερολογία","1"
"ΜΕΘ","2024-01-06","AFTERNOON","DOCTOR","Ωτορινολαρυγγολογία","1"
"ΜΕΘ","2024-01-06","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"ΜΕΘ","2024-01-06","AFTERNOON","NURSE","NURSE","2"
"ΜΕΘ","2024-01-06","AFTERNOON","NURSE","HEAD_NURSE","2"
"ΜΕΘ","2024-01-06","AFTERNOON","NURSE","NURSE_ASSISTANT","2"
"ΜΕΘ","2024-01-06","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"ΜΕΘ","2024-01-06","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"ΜΕΘ","2024-01-06","NIGHT","DOCTOR","Παιδιατρική","1"
"ΜΕΘ","2024-01-06","NIGHT","DOCTOR","Πνευμονολογία","1"
"ΜΕΘ","2024-01-06","NIGHT","DOCTOR","Ορθοπεδική","1"
"ΜΕΘ","2024-01-06","NIGHT","NURSE","NURSE_ASSISTANT","2"
"ΜΕΘ","2024-01-06","NIGHT","NURSE","HEAD_NURSE","4"
"ΜΕΘ","2024-01-06","NIGHT","ADMINISTRATIVE","Λογιστής","2"
"ΜΕΘ","2024-01-07","MORNING","DOCTOR","Χειρουργική","1"
"ΜΕΘ","2024-01-07","MORNING","DOCTOR","Νεφρολογία","1"
"ΜΕΘ","2024-01-07","MORNING","DOCTOR","Ενδοκρινολογία","1"
"ΜΕΘ","2024-01-07","MORNING","NURSE","HEAD_NURSE","2"
"ΜΕΘ","2024-01-07","MORNING","NURSE","NURSE_ASSISTANT","1"
"ΜΕΘ","2024-01-07","MORNING","NURSE","NURSE","3"
"ΜΕΘ","2024-01-07","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"ΜΕΘ","2024-01-07","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"ΜΕΘ","2024-01-07","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"ΜΕΘ","2024-01-07","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"ΜΕΘ","2024-01-07","AFTERNOON","DOCTOR","Μαιευτική","1"
"ΜΕΘ","2024-01-07","AFTERNOON","NURSE","NURSE","3"
"ΜΕΘ","2024-01-07","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"ΜΕΘ","2024-01-07","AFTERNOON","ADMINISTRATIVE","Λογιστής","1"
"ΜΕΘ","2024-01-07","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"ΜΕΘ","2024-01-07","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"ΜΕΘ","2024-01-07","NIGHT","DOCTOR","Ουρολογία","2"
"ΜΕΘ","2024-01-07","NIGHT","NURSE","NURSE","1"
"ΜΕΘ","2024-01-07","NIGHT","NURSE","NURSE_ASSISTANT","1"
"ΜΕΘ","2024-01-07","NIGHT","NURSE","HEAD_NURSE","4"
"ΜΕΘ","2024-01-07","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"ΜΕΘ","2024-01-07","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Νευρολογία","2024-01-01","MORNING","DOCTOR","Νευρολογία","1"
"Νευρολογία","2024-01-01","MORNING","DOCTOR","Οφθαλμολογία","1"
"Νευρολογία","2024-01-01","MORNING","DOCTOR","Παιδιατρική","1"
"Νευρολογία","2024-01-01","MORNING","NURSE","NURSE","2"
"Νευρολογία","2024-01-01","MORNING","NURSE","HEAD_NURSE","3"
"Νευρολογία","2024-01-01","MORNING","NURSE","NURSE_ASSISTANT","1"
"Νευρολογία","2024-01-01","MORNING","ADMINISTRATIVE","Διαχειριστής","2"
"Νευρολογία","2024-01-01","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Νευρολογία","2024-01-01","AFTERNOON","DOCTOR","Μαιευτική","2"
"Νευρολογία","2024-01-01","AFTERNOON","NURSE","HEAD_NURSE","3"
"Νευρολογία","2024-01-01","AFTERNOON","NURSE","NURSE_ASSISTANT","2"
"Νευρολογία","2024-01-01","AFTERNOON","NURSE","NURSE","1"
"Νευρολογία","2024-01-01","AFTERNOON","ADMINISTRATIVE","Λογιστής","1"
"Νευρολογία","2024-01-01","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Νευρολογία","2024-01-01","NIGHT","DOCTOR","Πνευμονολογία","1"
"Νευρολογία","2024-01-01","NIGHT","DOCTOR","Παιδιατρική","1"
"Νευρολογία","2024-01-01","NIGHT","DOCTOR","Χειρουργική","1"
"Νευρολογία","2024-01-01","NIGHT","NURSE","NURSE","1"
"Νευρολογία","2024-01-01","NIGHT","NURSE","HEAD_NURSE","3"
"Νευρολογία","2024-01-01","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Νευρολογία","2024-01-01","NIGHT","ADMINISTRATIVE","Τεχνικός","2"
"Νευρολογία","2024-01-02","MORNING","DOCTOR","Νεφρολογία","1"
"Νευρολογία","2024-01-02","MORNING","DOCTOR","Μαιευτική","1"
"Νευρολογία","2024-01-02","MORNING","DOCTOR","Ενδοκρινολογία","1"
"Νευρολογία","2024-01-02","MORNING","NURSE","NURSE_ASSISTANT","2"
"Νευρολογία","2024-01-02","MORNING","NURSE","NURSE","1"
"Νευρολογία","2024-01-02","MORNING","NURSE","HEAD_NURSE","3"
"Νευρολογία","2024-01-02","MORNING","ADMINISTRATIVE","Γραμματέας","1"
"Νευρολογία","2024-01-02","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Νευρολογία","2024-01-02","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Νευρολογία","2024-01-02","AFTERNOON","DOCTOR","Οφθαλμολογία","2"
"Νευρολογία","2024-01-02","AFTERNOON","NURSE","NURSE","2"
"Νευρολογία","2024-01-02","AFTERNOON","NURSE","HEAD_NURSE","4"
"Νευρολογία","2024-01-02","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Νευρολογία","2024-01-02","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Νευρολογία","2024-01-02","NIGHT","DOCTOR","Παθολογία","1"
"Νευρολογία","2024-01-02","NIGHT","DOCTOR","Μαιευτική","1"
"Νευρολογία","2024-01-02","NIGHT","DOCTOR","Παιδιατρική","1"
"Νευρολογία","2024-01-02","NIGHT","NURSE","HEAD_NURSE","3"
"Νευρολογία","2024-01-02","NIGHT","NURSE","NURSE","1"
"Νευρολογία","2024-01-02","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Νευρολογία","2024-01-02","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"Νευρολογία","2024-01-02","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Νευρολογία","2024-01-03","MORNING","DOCTOR","Παιδιατρική","1"
"Νευρολογία","2024-01-03","MORNING","DOCTOR","Γαστρεντερολογία","1"
"Νευρολογία","2024-01-03","MORNING","DOCTOR","Οφθαλμολογία","1"
"Νευρολογία","2024-01-03","MORNING","NURSE","HEAD_NURSE","2"
"Νευρολογία","2024-01-03","MORNING","NURSE","NURSE_ASSISTANT","4"
"Νευρολογία","2024-01-03","MORNING","ADMINISTRATIVE","Διαχειριστής","2"
"Νευρολογία","2024-01-03","AFTERNOON","DOCTOR","Παθολογία","1"
"Νευρολογία","2024-01-03","AFTERNOON","DOCTOR","Ορθοπεδική","1"
"Νευρολογία","2024-01-03","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Νευρολογία","2024-01-03","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"Νευρολογία","2024-01-03","AFTERNOON","NURSE","NURSE","3"
"Νευρολογία","2024-01-03","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Νευρολογία","2024-01-03","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Νευρολογία","2024-01-03","NIGHT","DOCTOR","Γαστρεντερολογία","2"
"Νευρολογία","2024-01-03","NIGHT","DOCTOR","Ενδοκρινολογία","1"
"Νευρολογία","2024-01-03","NIGHT","NURSE","HEAD_NURSE","2"
"Νευρολογία","2024-01-03","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Νευρολογία","2024-01-03","NIGHT","NURSE","NURSE","2"
"Νευρολογία","2024-01-03","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Νευρολογία","2024-01-03","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Νευρολογία","2024-01-04","MORNING","DOCTOR","Ορθοπεδική","1"
"Νευρολογία","2024-01-04","MORNING","DOCTOR","Οφθαλμολογία","1"
"Νευρολογία","2024-01-04","MORNING","DOCTOR","Μαιευτική","1"
"Νευρολογία","2024-01-04","MORNING","NURSE","NURSE_ASSISTANT","2"
"Νευρολογία","2024-01-04","MORNING","NURSE","HEAD_NURSE","4"
"Νευρολογία","2024-01-04","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Νευρολογία","2024-01-04","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Νευρολογία","2024-01-04","AFTERNOON","DOCTOR","Οφθαλμολογία","1"
"Νευρολογία","2024-01-04","AFTERNOON","DOCTOR","Ουρολογία","1"
"Νευρολογία","2024-01-04","AFTERNOON","DOCTOR","Μαιευτική","1"
"Νευρολογία","2024-01-04","AFTERNOON","NURSE","HEAD_NURSE","1"
"Νευρολογία","2024-01-04","AFTERNOON","NURSE","NURSE_ASSISTANT","3"
"Νευρολογία","2024-01-04","AFTERNOON","NURSE","NURSE","2"
"Νευρολογία","2024-01-04","AFTERNOON","ADMINISTRATIVE","Τεχνικός","1"
"Νευρολογία","2024-01-04","AFTERNOON","ADMINISTRATIVE","Λογιστής","1"
"Νευρολογία","2024-01-04","NIGHT","DOCTOR","Ενδοκρινολογία","1"
"Νευρολογία","2024-01-04","NIGHT","DOCTOR","Ωτορινολαρυγγολογία","1"
"Νευρολογία","2024-01-04","NIGHT","DOCTOR","Οφθαλμολογία","1"
"Νευρολογία","2024-01-04","NIGHT","NURSE","NURSE_ASSISTANT","4"
"Νευρολογία","2024-01-04","NIGHT","NURSE","HEAD_NURSE","2"
"Νευρολογία","2024-01-04","NIGHT","ADMINISTRATIVE","Γραμματέας","1"
"Νευρολογία","2024-01-04","NIGHT","ADMINISTRATIVE","Λογιστής","1"
"Νευρολογία","2024-01-05","MORNING","DOCTOR","Μαιευτική","1"
"Νευρολογία","2024-01-05","MORNING","DOCTOR","Χειρουργική","1"
"Νευρολογία","2024-01-05","MORNING","DOCTOR","Νευρολογία","1"
"Νευρολογία","2024-01-05","MORNING","NURSE","NURSE_ASSISTANT","1"
"Νευρολογία","2024-01-05","MORNING","NURSE","NURSE","3"
"Νευρολογία","2024-01-05","MORNING","NURSE","HEAD_NURSE","2"
"Νευρολογία","2024-01-05","MORNING","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Νευρολογία","2024-01-05","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Νευρολογία","2024-01-05","AFTERNOON","DOCTOR","Αιματολογία","1"
"Νευρολογία","2024-01-05","AFTERNOON","DOCTOR","Παιδιατρική","1"
"Νευρολογία","2024-01-05","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Νευρολογία","2024-01-05","AFTERNOON","NURSE","HEAD_NURSE","2"
"Νευρολογία","2024-01-05","AFTERNOON","NURSE","NURSE_ASSISTANT","4"
"Νευρολογία","2024-01-05","AFTERNOON","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Νευρολογία","2024-01-05","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Νευρολογία","2024-01-05","NIGHT","DOCTOR","Ορθοπεδική","1"
"Νευρολογία","2024-01-05","NIGHT","DOCTOR","Ενδοκρινολογία","1"
"Νευρολογία","2024-01-05","NIGHT","DOCTOR","Αιματολογία","1"
"Νευρολογία","2024-01-05","NIGHT","NURSE","NURSE_ASSISTANT","3"
"Νευρολογία","2024-01-05","NIGHT","NURSE","NURSE","1"
"Νευρολογία","2024-01-05","NIGHT","NURSE","HEAD_NURSE","2"
"Νευρολογία","2024-01-05","NIGHT","ADMINISTRATIVE","Υπεύθυνος Αρχείου","1"
"Νευρολογία","2024-01-05","NIGHT","ADMINISTRATIVE","Διαχειριστής","1"
"Νευρολογία","2024-01-06","MORNING","DOCTOR","Χειρουργική","1"
"Νευρολογία","2024-01-06","MORNING","DOCTOR","Ουρολογία","1"
"Νευρολογία","2024-01-06","MORNING","DOCTOR","Οφθαλμολογία","1"
"Νευρολογία","2024-01-06","MORNING","NURSE","NURSE_ASSISTANT","1"
"Νευρολογία","2024-01-06","MORNING","NURSE","HEAD_NURSE","2"
"Νευρολογία","2024-01-06","MORNING","NURSE","NURSE","3"
"Νευρολογία","2024-01-06","MORNING","ADMINISTRATIVE","Τεχνικός","1"
"Νευρολογία","2024-01-06","MORNING","ADMINISTRATIVE","Διαχειριστής","1"
"Νευρολογία","2024-01-06","AFTERNOON","DOCTOR","Ουρολογία","1"
"Νευρολογία","2024-01-06","AFTERNOON","DOCTOR","Ενδοκρινολογία","1"
"Νευρολογία","2024-01-06","AFTERNOON","DOCTOR","Αιματολογία","1"
"Νευρολογία","2024-01-06","AFTERNOON","NURSE","NURSE_ASSISTANT","1"
"Νευρολογία","2024-01-06","AFTERNOON","NURSE","HEAD_NURSE","4"
"Νευρολογία","2024-01-06","AFTERNOON","NURSE","NURSE","1"
"Νευρολογία","2024-01-06","AFTERNOON","ADMINISTRATIVE","Γραμματέας","1"
"Νευρολογία","2024-01-06","AFTERNOON","ADMINISTRATIVE","Διαχειριστής","1"
"Νευρολογία","2024-01-06","NIGHT","DOCTOR","Ενδοκρινολογία","1"
"Νευρολογία","2024-01-06","NIGHT","DOCTOR","Ορθοπεδική","1"
"Νευρολογία","2024-01-06","NIGHT","DOCTOR","Νεφρολογία","1"
"Νευρολογία","2024-01-06","NIGHT","NURSE","NURSE_ASSISTANT","2"
"Νευρολογία","2024-01-06","NIGHT","NURSE","NURSE","1"
"Νευρολογία","2024-01-06","NIGHT","NURSE","HEAD_NURSE","3"
"Νευρολογία","2024-01-06","NIGHT","ADMINISTRATIVE","Γραμματέας","1"
"Νευρολογία","2024-01-06","NIGHT","ADMINISTRATIVE","Τεχνικός","1"
"Νευρολογία","2024-01-07","MORNING","DOCTOR","Χειρουργική","1"
"Νευρολογία","2024-01-07","MORNING","DOCTOR","Ουρολογία","1"
